file	status	count	byteOffsets	text
exchanges.bytes	REVIEW	1	87155	The wheezing, smoking, frequently burning, always energetic engine yard for the eccentric engineers of Portsmouth House.
exchanges.bytes	REVIEW	1	83177	They sell two things: pre-human souls of exceptional quality and supplies: mostly blind, pale fish from the caves beneath Caduceus.
exchanges.bytes	REVIEW	1	74276	They'll take anything here; anything and everything.
exchanges.bytes	REVIEW	1	57813	This collection of eclectic stalls is patrolled by sharp-eyed surveyors – each bearing a burning-book badge on their lapel.\s
exchanges.bytes	REVIEW	1	52880	This is the most cheerless gift-shop in all of Albion. They do sell commemorative Prince-Consort windows at a reasonable price, though.\s
exchanges.bytes	REVIEW	1	54443	This little canteen has not seen much fresh stock in years; some of the tea has practically fossilised.\s
exchanges.bytes	REVIEW	1	2067	Titania's beleaguered citizens rummage through the ruins and sell off whatever they can find amidst the rubble.
exchanges.bytes	REVIEW	1	81652	Trade with the Chaplains
exchanges.bytes	REVIEW	1	83131	Trade with the Devils
exchanges.bytes	REVIEW	1	42676	Trade with the Locals
exchanges.bytes	REVIEW	1	101537	Trinity's Hoarding
exchanges.bytes	REVIEW	1	10369	Under the jurisdiction of the Assembly, this skyfaring shop provides the absolute bare minimum.
exchanges.bytes	REVIEW	1	72681	Where the pipes do call
exchanges.bytes	REVIEW	2	103896,103920	Wit & Vinegar
exchanges.bytes	REVIEW	1	34999	You can buy supplies here, as long as your crew are content with circus food: roasted nuts, skewers of meat and veg, sticky honey-cakes. It also acts as a mournful outlet for the Wit and Vinegar Company, a modest London lumber concern.
exchanges.bytes	SINGLE	1	83721	Achyls
exchanges.bytes	TEST	1	59017	An exchange purely for internal use, to facilitate combat design and testing.
exchanges.bytes	TEST	1	58987	Combat Arena
exchanges.bytes	TEST	1	71082	Combat Arena Engineyard
exchanges.bytes	TEST	1	59102	Combat Arena Equipment Store
exchanges.bytes	SINGLE	1	28021	Gremory's
exchanges.bytes	SINGLE	1	52844	Memorabilia
exchanges.bytes	SINGLE	1	90420	Requisitions
prospects.bytes	REVIEW	1	5725	\"A gentleman must prepare for his retirement,\" the Ringmaster says. \"I intend mine to be long and indolent.\" You join him at the fire to drink cups of chorister-nectar and watch the stars wheel.
prospects.bytes	REVIEW	1	96262	\"Ah, excellent.\" The staff quickly gathers up the crockery and carries it to the garden, where His Lordship's guests await with hunting rifles. \"Throw!\" calls one, aiming skyward. Shards of crockery rain down from on high.
prospects.bytes	REVIEW	1	58443	\"Ah, these are splendid!\" declares the Curator, looking at the Ministry-approved books. \"Yes, cozy, unchallenging and anodyne. These will be the rough in which we can hide our diamonds.\" He indicates another pile of books on his desk – entirely uncensored works.
prospects.bytes	REVIEW	1	71639	\"Careful with that, it's fragile!\" The Royal Society engineer turns to you. \"Beautiful craftsmanship, Captain. Can't wait to see the light burst through it.\"
prospects.bytes	REVIEW	1	77031	\"Jolly good!\" The Corporal shakes your hand. \"Damn shame the cantankeri don't fly near, what? Would make for good target practice!\" As an additional thank you, he hands over a small subsection of the permits he obtained to own and fire the cannons.
prospects.bytes	REVIEW	1	68758	\"Just in time!\" The storyteller flicks through your anecdotes, occasionally scribbling notes. \"This can't be true, right? And this? Amazing...\"
prospects.bytes	REVIEW	1	125396	\"Marvellous!\" The hawker rolls the barrels under his rattling, clanking hour-loom. Business is brisk. Many shades, it seems, want to make their final journey pass more quickly, or crave a few moments more to indulge their last regrets. The hawker rewards your efficiency with a generous tip.
prospects.bytes	REVIEW	1	88782	\"Not a moment too soon,\" says the junior diplomat deemed expendable enough to handle such a flagrantly illegal transaction. \"The fellow who handles smuggling is getting nosy. If he found out about this before we slipped them to him...\" He shudders.
prospects.bytes	REVIEW	1	205744	\"Oh yes,\" the Devil's expression would have done much for Caravaggio's career had he ever seen it. \"This will really lift the spirits here. And the roof.\"
prospects.bytes	REVIEW	1	733	A fuel filled ending!
prospects.bytes	REVIEW	1	160423	A Prim Dowager lingers, out-of-place, near the platform. As soon as she sees you she hurries forward brandishing an umbrella. \r\n\r\n\"Ah, Captain. No, you need not explain your presence here; I can see at a glance that your character is above reproach. I am here to stop the most awful smuggling to <b>Port Prosper</b>. \r\n\r\n\"Why, they say that anyone with, oh, say <b>seven Trunks of Illicit Literature</b> could just swan along there and sell their smut and scandal for a startling and entirely inappropriate sum. Shocking. I must insist you tell the ruffians here to cease this appallingly profitable trade, at once!\" Her gaze is level; her expression carefully arranged. \r\n\r\n[dir:6c1c3a55-b424-4bec-a969-31023ace58e7].
prospects.bytes	REVIEW	1	176845	A stoic crew of ex-prospectors meet you at the station. You help them transport the starshine to a tangled knot of caves that burrows into the mountain. In each little cave a lamp hangs, spilling the glow of old, familiar stars. Limed in the faint light, miners sit and muse, or weep.
prospects.bytes	REVIEW	1	187903	An envelope reaches you. Inside is a simple note, offering the opportunity to provide <b>nine Firkins of Red Honey</b> to a specific platform at the <b>Most Serene Mausoleum</b>. It is marked with a stamp: a mark of the Duchess Incarnadine, one of the Deathless courtiers who served Her Majesty and were permitted to retire with an eternity of hours. [dir:358df020-9a27-47c3-8a80-6f1c836898df].
prospects.bytes	REVIEW	1	179859	An undermanager of the Windward Company has sent word to the Gentlemen of Pan that their branch in <b>Port Prosper</b> has use for starshine, but nobody seems willing to sell the <b>five Hogsheads</b> they require. At least, not openly. [dir:6c1c3a55-b424-4bec-a969-31023ace58e7].
prospects.bytes	REVIEW	1	185113	Another smuggler has been caught while attempting to complete a prospect. Even now, they take the stand before a judge renowned for his lack of mercy. In the meantime, their opportunity could be yours. Time is now of the essence. <b>Nine Firkins of Red Honey</b> must be delivered to <b>Worlebury-juxta-Mare</b> within <b>two months</b> of you accepting the prospect. [dir:359b836b-864d-4587-8527-e2d2c360fdeb].
prospects.bytes	REVIEW	1	192243	Now you've proven yourself a competent smuggler, the Gentlemen can offer more challenging and more rewarding prospects. They keep many of the details secret, but you deduce that one of the Deathless courtiers at the <b>Most Serene Mausoleum</b> operates a pipeline of contraband into London. They require <b>nine Hogsheads of Starshine</b>, and they need them within two months from the day you accept the prospect. [dir:358df020-9a27-47c3-8a80-6f1c836898df].
prospects.bytes	REVIEW	1	183746	The client is attached to the London embassy. She avidly begins rummaging through the books. \"The Pages Collection contained works written during the heyday of the Khans; ones which might shed some truth on the Eagle's... unlikely account of his early family history. Your promptness is appreciated; I have a lot of reading to do.\"
prospects.bytes	REVIEW	1	184627	The collector thumbs through your delivery with a bored expression. \"You're late. I've already got most of these. I suppose there's a few that might still be worth a little...\"
prospects.bytes	REVIEW	1	186688	The delivery goes to plan and arrives on time. You carry the honey through the Worlebury mists to an isolated barn near the shore. An enterprising villain is establishing a honey den. The animals are gone, and their stalls have been draped with red velvet. It all still smells of straw.
prospects.bytes	REVIEW	1	204043	The Devil claps his hands with abject delight when he sees your troves of literature. \"London has consigned its workers to idleness and decay, leaving their minds free for all sorts of antediluvian notions.\"
prospects.bytes	REVIEW	1	202723	The Devil requests a body of literature on alternate theories of labour, the values of idleness, and the merits of treating every day as the Sabbath. <b>Seven Trunks of Illicit Literature</b> are requested. [dir:1b331350-d950-4c06-94e0-38dd736859d7].
prospects.bytes	REVIEW	1	207758	The Devil takes the Nectar greedily, spiriting it away into the Home Bureau, where detainees lounge in varying stages of inebriation. \"Their vocal chords won't know what's hit them.\"
prospects.bytes	REVIEW	1	189341	The Duchess' men unload the honey, and carry it onto a Necropolis Line engine idling at a nearby siding. The Necropolis Line carries London's dead for burial at the Mausoleum, and returns for more. A useful cover to allow the transport of contraband into the well-watched city. Apparently, the Duchess likes to keep busy in her dotage.\s
prospects.bytes	REVIEW	1	200166	The Ethereal Apiarist approaches you directly. \"There's little point going to anyone but the best for this. A client at Achlys requires an unusually large shipment of <b>Red Honey</b>:<b>thirteen Firkins!</b> A difficult prospect, to get so much past the Revenue Men. They'll no doubt have got wind something is afoot, and put some dreadnoughts on patrol.\"  She looks dreamily into the sky. \"I wonder who it is that needs it, and what for?\" [dir:9e91ea8e-3f0f-4a25-a400-2f451d91da81].
prospects.bytes	REVIEW	1	181936	The Gloomy Middleman has an opportunity for which someone has specifically requested you. A private collector in <b>the Eagle's Empyrean</b> seeks books from the notorious 'Pages Collection' of Old London, which was said to contain copies of works assumed to be mythical. \"I rarely read myself,\" the Middleman confides, \"on account of my deep mistrust of writers, whom I consider perfidious. The odds of finding something from the Pages Collection is vanishingly small, of course, but to an optimist any haystack might hide a needle. <b>Nine Trunks of Illicit Literature</b> should do in this case. Within <b>two months</b>, if you please.\" [dir:dad2e4cc-5983-41db-8e20-d07104e92666].
prospects.bytes	REVIEW	1	197639	The Gloomy Middleman insists on speaking in person. \"I consider politics to be the refuge of the incapable, but my employer has decided to dabble. His interests in the Reach align with those of the Tacketies, who have agents in place at Port Prosper. They need revolutionary materials to spread their dissent. Can you get <b>eleven Trunks of Illicit Literature</b> into the port? Be wary: the Revenue Men have got wind of the endeavour, and have sent dreadnoughts to prevent it.\" [dir:6c1c3a55-b424-4bec-a969-31023ace58e7].
prospects.bytes	REVIEW	1	196927	The honey is snapped up at a secret auction attended by the Empyrean's most ambitious criminal families. What better way to understand the madness of Londoners, than by taking a spoonful of honey and living it? One of the factions, clearly hoping to win your future goodwill, pays you with casks of shimmering gems.
prospects.bytes	REVIEW	1	201804	The mysterious customer is a successful tobacco trader, who insists on doing the handover deep in Achlys' poisoned marsh. In a grove of leaning trees, cowled men are constructing iron cages, while nearby a set of beehives drone, furiously. \"We'll have our own cage garden soon,\" the trader tells you. \"But first, we must create a market. You keep our little secret, and we'll help you keep yours.\" He swears a thief's oath to you, there amidst the dripping grove. You suspect he was not always a tobacco trader.
prospects.bytes	REVIEW	1	195235	Though the relationship between London and the Eagle's Empyrean is strained, each is haunted by the other. The people of each city crave news of the other: its politics, its fads, its follies. The latest Empyreal fascination is with London's vices. Criminal families at the <b>Empyrean</b> require <b>nine Firkins of Red Honey</b>. Several smugglers have attempted this prospect before, and failed. Her Majesty's Customs and Excise have retasked several enduring dreadnoughts to comb the skies. [dir:dad2e4cc-5983-41db-8e20-d07104e92666].
prospects.bytes	REVIEW	1	190083	Word has spread to the Gentlemen that Bohemian groups in <b>Port Prosper</b> are developing a taste for shinney. But few smugglers can afford the <b>nine Hogsheads</b> their coteries demand, even with the promise of an impressive payday. [dir:6c1c3a55-b424-4bec-a969-31023ace58e7].
prospects.bytes	REVIEW	1	193882	You deliver the shinney to a gloomy, pillared hall where corpses are prepared for burial. Silent servants transfer the starshine into coffins, marked with the stamp of the Necropolis Line.\s
prospects.bytes	REVIEW	1	194621	You deliver the shinney to a gloomy, pillared hall where corpses are prepared for burial. Unfortunately, you are late with your delivery, and the Deathless have made other arrangements. They reluctantly agree to take the shinny off your hands anyway, but for much less of a reward than you might have hoped for.
prospects.bytes	REVIEW	1	199278	You make the exchange in a gloomy alley behind a shabby tea-shop. Your contacts are hooded and jumpy: Prosper is firmly a Stovepipe port. The Tacketies plan to distribute the seditious tracts to a struggling local cell of sympathisers, and to any Company captains that might be willing to turn. The Blind Bruiser sends his regards, and recompense for your time.
prospects.bytes	REVIEW	1	191534	You make your delivery, bit by bit, to a draughty manor. Eager bohemians pour each new hogshead into the garden's ornamental pond. When it is full, they gather around and kneel at the edge, their faces silver with the far-travelled light of Old Earth's stars. You watch as each of them sinks into childhood memories.
prospects.bytes	REVIEW	1	187418	Your delay is not received happily. \"I had to make other arrangements. Expensive arrangements,\" the buyer growls. \"I can sell it, given time. But you'll not get our original price.\"
prospects.bytes	REVIEW	1	203871	Your Devil has requests for his enterprise at the Avid Horizon.
prospects.bytes	REVIEW	1	204568	Your Devil requests 'fireworks' for a display he's planning at the Avid Horizon. \"Safety,\" he informs you in his missive, \"is the province of the parochial and the literal-minded.\" <b>Three Crates of Carefully-Packed Munitions</b> are requested. [dir:1b331350-d950-4c06-94e0-38dd736859d7].
prospects.bytes	REVIEW	1	205581	Your Devil wants entertainments during his secondment.
prospects.bytes	REVIEW	1	181097	Your illicit delivery is just what the Indiscreet Undermanager wanted. \"It's not for us, you understand. In fact, we mean to give it away!\" He gives what he considers a cunning grin. \"The Tacketies' preposterous insurrection should be harder to sustain with a shinney-habit. Homesickness will take the fight out of them.\"
prospects.bytes	REVIEW	1	179042	Your instructions are to come alone with the shinney. You ignore them, and just as well. One member of the gang had got it into his head to improve their bottom line by bringing knives rather than payment. There is a short fracas, during which you convince them of the benefits of fair dealing. The gang bring your payment, and as a token of goodwill, your quartermaster only demands one finger from each of them.
prospects.bytes	TEST	1	876	[ALWAYS]Contraband Test
prospects.bytes	TEST	1	16	\"hello\" blah de blah blah de blah blah de blah blah de blah blah de blah blah de blah blah de blah blah de blah blah de blah blah de blah blah de blah blah de blah blah de blah blah de blah blah de blah blah de blah blah de blah blah de blah blah de blah blah de blah blah de blah blah de blah blah de blah blah de blah blah de blah blah de blah blah de blah
prospects.bytes	TEST	1	152181	Again, again, testing the new smuggling tech
prospects.bytes	TEST	1	151149	Again, testing the new smuggling tech
prospects.bytes	INTERNAL	25	148573,150643,151568,152592,153943,156209,159114,161508,163972,166968,169017,171336,174023,176159,178466,180521,182987,185891,188664,190746,193084,196140,198529,201017,203340	Chris Gardiner
prospects.bytes	INTERNAL	78	1674,3223,5148,6798,8690,10593,12437,14765,17146,19412,21002,22758,24596,26526,28238,30005,31969,33864,35616,38065,39843,41279,42915,44858,46646,48453,50357,52144,54003,55855,57793,59636,61529,63329,65208,66770,71094,72718,74440,76495,78158,80066,82425,84452,86251,88132,90155,91941,94025,95788,97843,99655,101518,103722,105928,107982,110206,112137,114098,115794,117518,118755,119913,121328,122538,124940,126838,128927,131071,133800,135723,137816,139953,142159,144149,146159,205157,207071	FailbetterJames
prospects.bytes	INTERNAL	2	68273,69365	Prim Cash
prospects.bytes	TEST	9	8,67948,69081,118458,121022,123852,150239,151142,152174	Reuse
prospects.bytes	TEST	1	150246	Testing the new smuggling tech
